序号,提交答卷时间,所用时间,来源,来源详情,来自IP,1. 这项AI文旅服务容易找到、容易启动，我不需要花费太多时间寻找入口。,2. 第一次使用这项服务时，我很快就学会了基本操作。,3. 这项服务响应及时、运行稳定，很少出现卡顿、掉线或重复操作。,4. 这项服务提供的信息、讲解、识别、推荐或执行结果准确可信。,5. 这项服务与当时的场所、游览流程和我的实际需要相匹配。,6. 这项服务减少了我在游览、参观或住宿中的操作负担，使过程更轻松。,7. 使用过程中，我能自主决定节奏和关注内容，不容易感到困惑或失去控制。,8. 这项服务增强了我对现场空间、展项、故事或目的地的沉浸感。,9. 这项服务使本次体验更有趣，激发了我的好奇心和继续探索的愿望。,10. 这项服务让我与人物、故事、地方或同行者产生了更强的情感联系。,11. 这项服务帮助我理解了具体的历史事件、人物、技艺或文化概念。,12. 这项服务帮助我把零散信息联系到更完整的历史、地域或社会背景中。,13. 体验结束后，我还能回想起至少一个通过这项服务新了解到的具体文化知识点。,14. 这项服务尊重史实和文化语境，能够体现真实的地方特色，没有明显歪曲或过度简化。,15. 体验后，我更愿意继续学习、保护、参与相关文化活动，或向他人介绍这些文化内容。,16. 这项服务提高了我在有限时间内获得有效体验的效率，减少了排队、迷路或无效移动。,17. 这项服务让不同年龄、语言或身体条件的人更容易参与文旅活动。,18. 这项服务增强了我延长停留、参与餐饮/文创/演出等延伸消费或为有价值服务付费的意愿。,19. 如果下次再次到访，我愿意继续使用这项服务，并愿意向亲友推荐它。,20. 总体而言，这项AI文旅服务明显改善了我的体验，并提升了我对该场所文旅服务价值的认可。,21. 如果您觉得这次AI文旅体验不舒适，请具体说明:不舒适发生在什么场景或哪项功能中?主要原因是什么?您出现了哪些身体或心理感受（如眩晕、眼疲劳、头痛、紧张、信息过载、被打扰、缺少真实感、隐私担忧等）?您希望如何改进?【开放题】,tech_empowerment,visitor_experience,cultural_value,economic_social_gain,target_score,raw_q1,raw_q10,raw_q11,raw_q12,raw_q13,raw_q14,raw_q15,raw_q16,raw_q2,raw_q3,raw_q4,raw_q5,raw_q6,raw_q7,raw_q8,raw_q9,raw_q17,raw_q18,raw_q19,raw_q20,valid_items
347,2026/8/7 15:06:16,106秒,手机提交,直接访问,171.213.216.46(四川-成都),3,1,1,2,3,1,3,3,1,3,3,1,1,3,1,1,1,3,3,3,无,35.0,50.0,40.0,30.0,39.75,3,3,3,1,1,3,1,1,1,1,2,3,1,3,3,1,1,3,3,3,16
348,2026/8/7 15:06:58,106秒,手机提交,直接访问,114.224.138.57(江苏-无锡),3,3,2,3,3,1,3,1,2,1,3,1,1,3,1,2,1,3,3,3,无,55.0,40.0,35.0,35.0,41.5,3,1,3,1,1,3,1,2,3,2,3,3,1,3,1,2,1,3,3,3,16
349,2026/8/7 15:07:52,89秒,微信,,180.105.234.29(江苏-连云港),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无,100.0,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16
350,2026/8/7 15:07:52,129秒,微信,,180.105.32.210(江苏-连云港),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无,100.0,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16
351,2026/8/7 15:08:10,136秒,手机提交,直接访问,171.40.183.197(湖北-孝感),3,1,1,3,1,3,1,1,3,3,3,3,2,3,1,2,3,3,3,1,无,40.0,30.0,60.0,40.0,42.0,3,3,3,3,2,3,1,2,1,1,3,1,3,1,1,3,3,3,3,1,16
352,2026/8/7 15:08:51,96秒,手机提交,直接访问,58.219.85.100(江苏-无锡),1,1,1,3,1,1,3,3,3,3,1,2,1,1,1,2,3,3,3,3,无,30.0,40.0,45.0,25.0,35.75,1,3,1,2,1,1,1,2,1,1,3,1,1,3,3,3,3,3,3,3,16
353,2026/8/7 15:09:01,125秒,手机提交,直接访问,121.207.52.61(福建-泉州),3,2,2,1,3,2,3,1,1,1,3,3,1,3,1,1,2,2,2,1,无,40.0,45.0,40.0,30.0,39.5,3,1,3,3,1,3,1,1,2,2,1,3,2,3,1,1,2,2,2,1,16
354,2026/8/7 15:09:20,141秒,微信,,117.95.212.124(江苏-宿迁),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无,100.0,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16
355,2026/8/7 15:09:30,119秒,微信,,114.224.138.240(江苏-无锡),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无,100.0,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16
356,2026/8/7 15:09:31,94秒,手机提交,直接访问,123.189.114.237(辽宁-鞍山),2,3,2,1,1,2,1,1,3,1,3,1,1,2,1,1,1,1,3,3,无,40.0,25.0,40.0,25.0,32.5,2,1,3,1,1,2,1,1,3,2,1,1,2,1,1,3,1,1,3,3,16
357,2026/8/7 15:09:39,101秒,微信,,175.174.138.20(辽宁-大连),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无,100.0,100.0,100.0,100.0,100.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16
358,2026/8/7 15:10:51,106秒,手机提交,直接访问,180.125.177.148(江苏-连云港),1,3,2,3,3,1,2,1,2,3,1,1,1,2,1,3,3,1,1,2,无,45.0,35.0,35.0,35.0,37.5,1,3,1,1,1,2,1,3,3,2,3,3,1,2,1,2,3,1,1,2,16
359,2026/8/7 15:10:55,128秒,手机提交,直接访问,110.88.29.186(福建-三明),3,1,3,3,1,1,2,3,3,1,2,3,1,3,3,1,1,1,1,2,无,50.0,35.0,45.0,40.0,42.25,3,1,2,3,1,3,3,1,1,3,3,1,1,2,3,3,1,1,1,2,16
360,2026/8/7 15:11:22,119秒,手机提交,直接访问,182.204.178.223(辽宁-沈阳),2,1,2,3,2,3,3,3,3,1,1,1,2,1,1,3,1,1,2,1,无,40.0,55.0,30.0,35.0,41.0,2,1,1,1,2,1,1,3,1,2,3,2,3,3,3,3,1,1,2,1,16
361,2026/8/7 15:11:47,88秒,手机提交,直接访问,121.226.180.183(江苏-宿迁),2,2,1,1,2,3,2,3,1,1,2,3,3,1,3,3,3,1,2,1,无,30.0,50.0,35.0,50.0,41.25,2,1,2,3,3,1,3,3,2,1,1,2,3,2,3,1,3,1,2,1,16
362,2026/8/7 15:12:57,80秒,手机提交,直接访问,27.152.54.203(福建-泉州),3,3,3,1,3,2,3,2,3,3,2,1,1,3,2,1,2,2,3,2,无,50.0,50.0,45.0,35.0,45.75,3,3,2,1,1,3,2,1,3,3,1,3,2,3,2,3,2,2,3,2,16
363,2026/8/7 15:13:39,144秒,手机提交,直接访问,27.158.125.114(福建-三明),1,2,1,3,3,3,3,1,2,2,3,3,3,3,2,2,2,1,2,2,无,35.0,50.0,50.0,50.0,46.25,1,2,3,3,3,3,2,2,2,1,3,3,3,3,1,2,2,1,2,2,16
364,2026/8/7 15:14:58,87秒,微信,,180.125.177.133(江苏-连云港),3,3,2,1,1,3,1,1,2,3,3,1,2,1,2,2,2,1,2,1,无,45.0,30.0,45.0,35.0,38.5,3,3,3,1,2,1,2,2,3,2,1,1,3,1,1,2,2,1,2,1,16
365,2026/8/7 15:15:50,116秒,微信,,111.72.197.132(江西-鹰潭),2,3,3,1,2,1,2,1,2,2,1,1,3,3,1,1,1,1,1,1,无,45.0,30.0,30.0,40.0,35.75,2,2,1,1,3,3,1,1,3,3,1,2,1,2,1,2,1,1,1,1,16
366,2026/8/7 15:17:18,79秒,微信,,110.81.95.81(福建-泉州),3,1,3,3,3,2,2,2,1,3,2,1,1,2,3,1,3,3,1,3,无,50.0,45.0,35.0,35.0,41.75,3,3,2,1,1,2,3,1,1,3,3,3,2,2,2,1,3,3,1,3,16
367,2026/8/7 15:17:58,126秒,微信,,60.183.168.248(浙江-绍兴),3,1,1,1,3,2,2,1,3,2,1,3,2,3,2,1,2,1,3,3,无,30.0,40.0,45.0,40.0,38.75,3,2,1,3,2,3,2,1,1,1,1,3,2,2,1,3,2,1,3,3,16
368,2026/8/7 15:18:50,75秒,微信,,171.40.167.156(湖北-孝感),3,3,1,3,3,1,3,1,3,1,3,2,3,3,1,3,2,1,3,3,无,50.0,40.0,45.0,50.0,45.75,3,1,3,2,3,3,1,3,3,1,3,3,1,3,1,3,2,1,3,3,16
369,2026/8/7 15:19:43,98秒,微信,,122.241.64.49(浙江-丽水),3,2,3,3,3,1,2,1,2,2,2,3,2,3,2,2,1,2,1,1,无,55.0,35.0,45.0,45.0,44.5,3,2,2,3,2,3,2,2,2,3,3,3,1,2,1,2,1,2,1,1,16
370,2026/8/7 15:20:32,114秒,微信,,120.43.32.233(福建-宁德),2,1,1,2,3,3,3,1,2,1,1,2,1,2,1,2,1,1,2,2,无,30.0,50.0,30.0,30.0,36.0,2,1,1,2,1,2,1,2,1,1,2,3,3,3,1,2,1,1,2,2,16
371,2026/8/7 15:23:08,130秒,微信,,123.169.108.124(山东-淄博),2,3,1,1,2,1,3,3,3,1,2,3,3,3,2,2,1,1,3,2,无,35.0,45.0,45.0,50.0,43.5,2,1,2,3,3,3,2,2,3,1,1,2,1,3,3,3,1,1,3,2,16
372,2026/8/7 15:24:05,107秒,微信,,171.110.82.15(广西-桂林),2,1,1,3,3,1,3,2,2,3,3,3,2,2,3,1,3,3,2,1,无,35.0,45.0,55.0,40.0,44.0,2,3,3,3,2,2,3,1,1,1,3,3,1,3,2,2,3,3,2,1,16
373,2026/8/7 15:24:30,106秒,微信,,171.42.102.227(湖北-孝感),1,1,3,1,1,1,1,3,3,3,1,2,2,1,1,1,2,2,3,2,无,30.0,30.0,45.0,25.0,32.75,1,3,1,2,2,1,1,1,1,3,1,1,1,1,3,3,2,2,3,2,16
374,2026/8/7 15:25:12,80秒,微信,,49.87.198.132(江苏-淮安),1,1,1,1,3,2,2,1,3,1,3,2,3,3,2,2,3,2,2,1,无,20.0,40.0,45.0,50.0,38.25,1,1,3,2,3,3,2,2,1,1,1,3,2,2,1,3,3,2,2,1,16
375,2026/8/7 15:25:47,81秒,微信,,180.119.92.14(江苏-扬州),2,1,2,2,3,3,1,1,3,1,2,3,2,2,2,2,3,2,3,3,无,35.0,40.0,45.0,40.0,40.0,2,1,2,3,2,2,2,2,1,2,2,3,3,1,1,3,3,2,3,3,16
376,2026/8/7 15:26:39,66秒,微信,,223.245.231.180(安徽-淮南),1,2,2,3,3,3,3,2,3,3,1,1,1,2,1,1,3,3,1,1,无,40.0,55.0,40.0,25.0,41.5,1,3,1,1,1,2,1,1,2,2,3,3,3,3,2,3,3,3,1,1,16
377,2026/8/7 15:28:20,36秒,微信,,111.52.124.91(山西-阳泉),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
378,2026/8/7 15:28:31,135秒,微信,,114.106.134.196(安徽-池州),2,3,2,1,2,2,2,2,1,1,3,1,1,3,1,3,2,1,3,2,无,40.0,40.0,30.0,40.0,37.5,2,1,3,1,1,3,1,3,3,2,1,2,2,2,2,1,2,1,3,2,16
379,2026/8/7 15:28:41,121秒,微信,,120.41.150.3(福建-厦门),1,1,1,2,2,2,2,2,2,3,1,3,1,2,1,2,3,3,1,3,无,25.0,40.0,45.0,30.0,35.5,1,3,1,3,1,2,1,2,1,1,2,2,2,2,2,2,3,3,1,3,16
380,2026/8/7 15:29:20,120秒,微信,,113.74.54.243(广东-珠海),1,1,3,2,2,3,1,1,2,2,3,1,1,1,2,1,2,1,1,3,无,35.0,35.0,40.0,25.0,34.25,1,2,3,1,1,1,2,1,1,3,2,2,3,1,1,2,2,1,1,3,16
381,2026/8/7 15:29:45,113秒,微信,,117.84.184.184(江苏-无锡),2,3,3,2,2,3,3,1,1,2,3,1,1,3,3,1,3,2,3,1,无,50.0,45.0,35.0,40.0,42.75,2,2,3,1,1,3,3,1,3,3,2,2,3,3,1,1,3,2,3,1,16
382,2026/8/7 15:30:50,83秒,微信,,123.182.214.253(河北-邯郸),1,3,2,1,1,2,2,1,1,2,2,1,2,3,3,3,1,2,2,2,无,35.0,30.0,30.0,55.0,36.25,1,2,2,1,2,3,3,3,3,2,1,1,2,2,1,1,1,2,2,2,16
383,2026/8/7 15:31:55,121秒,微信,,183.7.134.72(广东-汕头),2,1,1,1,2,2,3,1,2,2,1,3,1,2,2,2,1,3,3,1,无,25.0,40.0,40.0,35.0,35.25,2,2,1,3,1,2,2,2,1,1,1,2,2,3,1,2,1,3,3,1,16
384,2026/8/7 15:32:20,82秒,微信,,111.72.194.149(江西-鹰潭),2,1,1,1,1,3,2,2,1,1,2,3,1,2,2,3,2,3,2,3,无,25.0,40.0,35.0,40.0,35.0,2,1,2,3,1,2,2,3,1,1,1,1,3,2,2,1,2,3,2,3,16
385,2026/8/7 15:32:35,65秒,微信,,122.225.134.133(浙江-丽水),1,3,1,3,1,1,3,3,2,3,3,2,2,1,1,1,2,3,1,2,无,40.0,40.0,50.0,25.0,39.5,1,3,3,2,2,1,1,1,3,1,3,1,1,3,3,2,2,3,1,2,16
386,2026/8/7 15:33:30,95秒,微信,,123.189.112.93(辽宁-鞍山),1,2,1,1,1,2,1,1,3,3,2,2,2,3,1,2,1,1,2,1,无,25.0,25.0,50.0,40.0,34.25,1,3,2,2,2,3,1,2,2,1,1,1,2,1,1,3,1,1,2,1,16
387,2026/8/7 15:34:43,85秒,微信,,114.224.138.69(江苏-无锡),1,1,1,2,2,3,2,2,3,1,2,2,1,2,1,3,3,2,1,1,无,25.0,45.0,40.0,35.0,36.75,1,1,2,2,1,2,1,3,1,1,2,2,3,2,2,3,3,2,1,1,16
388,2026/8/7 15:34:48,142秒,微信,,111.226.103.158(河北-邯郸),1,2,1,1,1,3,1,3,2,3,2,1,3,3,2,3,1,1,3,3,无,25.0,40.0,40.0,55.0,39.25,1,3,2,1,3,3,2,3,2,1,1,1,3,1,3,2,1,1,3,3,16
389,2026/8/7 15:34:55,127秒,微信,,49.82.173.253(江苏-淮安),1,2,1,1,1,3,1,1,3,3,2,2,1,1,2,3,3,2,3,1,无,25.0,30.0,50.0,35.0,34.75,1,3,2,2,1,1,2,3,2,1,1,1,3,1,1,3,3,2,3,1,16
390,2026/8/7 15:35:57,79秒,微信,,27.158.8.196(福建-漳州),1,2,1,1,2,2,1,1,2,1,2,1,2,1,3,3,1,3,1,2,无,25.0,30.0,30.0,45.0,31.75,1,1,2,1,2,1,3,3,2,1,1,2,2,1,1,2,1,3,1,2,16
391,2026/8/7 15:36:49,113秒,微信,,221.227.115.67(江苏-无锡),1,3,3,2,1,2,1,1,3,1,1,2,1,2,2,2,1,2,2,1,无,45.0,25.0,35.0,35.0,34.5,1,1,1,2,1,2,2,2,3,3,2,1,2,1,1,3,1,2,2,1,16
392,2026/8/7 15:37:41,116秒,微信,,49.82.173.101(江苏-淮安),1,1,2,3,1,1,2,3,1,2,1,2,1,1,1,1,3,2,3,3,无,35.0,35.0,30.0,20.0,30.75,1,2,1,2,1,1,1,1,1,2,3,1,1,2,3,1,3,2,3,3,16
393,2026/8/7 15:37:45,85秒,微信,,180.117.196.229(江苏-宿迁),2,3,1,1,2,2,2,2,2,2,2,1,3,2,1,1,2,3,3,2,无,35.0,40.0,35.0,35.0,36.5,2,2,2,1,3,2,1,1,3,1,1,2,2,2,2,2,2,3,3,2,16
394,2026/8/7 15:38:50,95秒,微信,,183.164.237.220(安徽-淮北),1,2,1,3,2,1,1,3,3,2,1,1,3,2,3,3,1,3,2,1,无,35.0,35.0,35.0,55.0,39.0,1,2,1,1,3,2,3,3,2,1,3,2,1,1,3,3,1,3,2,1,16
395,2026/8/7 15:39:19,94秒,微信,,114.223.190.251(江苏-无锡),2,3,1,3,1,2,2,2,2,1,1,1,1,1,2,1,2,2,3,3,无,45.0,35.0,25.0,25.0,33.0,2,1,1,1,1,1,2,1,3,1,3,1,2,2,2,2,2,2,3,3,16
396,2026/8/7 15:39:32,82秒,微信,,218.67.40.208(福建-漳州),2,2,2,3,2,2,2,1,3,2,2,1,1,3,1,3,3,1,2,2,无,45.0,35.0,40.0,40.0,39.75,2,2,2,1,1,3,1,3,2,2,3,2,2,2,1,3,3,1,2,2,16
397,2026/8/7 15:40:45,121秒,微信,,120.33.44.39(福建-泉州),1,2,2,3,1,2,1,3,2,2,2,2,2,3,3,2,2,2,2,1,无,40.0,35.0,40.0,50.0,40.5,1,2,2,2,2,3,3,2,2,2,3,1,2,1,3,2,2,2,2,1,16
398,2026/8/7 15:41:22,135秒,微信,,180.119.92.65(江苏-扬州),2,1,2,1,2,1,2,2,1,1,1,2,3,3,1,1,2,2,3,2,无,30.0,35.0,25.0,40.0,32.25,2,1,1,2,3,3,1,1,1,2,1,2,1,2,2,1,2,2,3,2,16
399,2026/8/7 15:41:29,110秒,微信,,27.28.176.142(湖北-咸宁),1,2,3,1,2,2,2,1,2,1,2,2,1,1,1,3,2,3,3,1,无,35.0,35.0,35.0,30.0,34.0,1,1,2,2,1,1,1,3,2,3,1,2,2,2,1,2,2,3,3,1,16
400,2026/8/7 15:42:48,96秒,微信,,59.57.162.166(福建-厦门),2,1,3,2,1,2,2,1,2,1,2,2,3,1,1,2,1,2,1,1,无,40.0,30.0,35.0,35.0,34.75,2,1,2,2,3,1,1,2,1,3,2,1,2,2,1,2,1,2,1,1,16
401,2026/8/7 15:43:23,107秒,微信,,110.89.121.202(福建-三明),2,1,2,1,1,2,2,2,3,1,1,2,3,3,2,1,1,1,3,3,无,30.0,35.0,35.0,45.0,35.75,2,1,1,2,3,3,2,1,1,2,1,1,2,2,2,3,1,1,3,3,16
402,2026/8/7 15:43:29,82秒,微信,,183.167.164.182(安徽-淮南),2,3,3,1,2,2,2,3,2,2,1,2,1,2,2,1,3,3,1,2,无,45.0,45.0,35.0,30.0,39.5,2,2,1,2,1,2,2,1,3,3,1,2,2,2,3,2,3,3,1,2,16
403,2026/8/7 15:45:09,132秒,微信,,117.90.94.36(江苏-镇江),2,3,1,1,2,2,1,2,2,1,1,1,3,3,3,2,1,3,2,2,无,35.0,35.0,25.0,55.0,36.5,2,1,1,1,3,3,3,2,3,1,1,2,2,1,2,2,1,3,2,2,16
404,2026/8/7 15:45:28,120秒,微信,,183.165.245.20(安徽-池州),2,3,3,3,1,2,2,2,3,1,1,2,3,1,1,2,1,3,1,2,无,55.0,35.0,35.0,35.0,40.0,2,1,1,2,3,1,1,2,3,3,3,1,2,2,2,3,1,3,1,2,16
405,2026/8/7 15:45:35,107秒,微信,,59.61.209.64(福建-泉州),1,3,2,2,2,1,2,3,3,2,2,2,3,2,3,2,2,1,1,1,无,40.0,40.0,45.0,50.0,43.25,1,2,2,2,3,2,3,2,3,2,2,2,1,2,3,3,2,1,1,1,16
406,2026/8/7 15:46:11,120秒,微信,,60.174.1.1(安徽-池州),2,2,3,3,2,2,1,2,1,2,1,2,2,1,2,2,1,3,3,3,无,50.0,35.0,30.0,35.0,37.5,2,2,1,2,2,1,2,2,2,3,3,2,2,1,2,1,1,3,3,3,16
407,2026/8/7 15:47:32,132秒,微信,,27.155.34.151(福建-漳州),1,1,1,2,2,2,1,1,1,1,2,1,1,2,3,1,1,2,1,3,无,25.0,30.0,25.0,35.0,28.5,1,1,2,1,1,2,3,1,1,1,2,2,2,1,1,1,1,2,1,3,16
408,2026/8/7 15:47:37,115秒,微信,,221.229.20.217(江苏-扬州),1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,1,2,1,2,无,20.0,20.0,30.0,40.0,26.5,1,1,2,2,2,1,3,2,1,1,1,1,1,1,1,1,1,2,1,2,16
409,2026/8/7 15:47:45,90秒,微信,,120.32.4.135(福建-漳州),2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,无,25.0,20.0,25.0,35.0,25.5,2,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,16
410,2026/8/7 15:48:20,92秒,微信,,121.224.230.193(江苏-苏州),2,2,1,3,1,2,2,3,1,1,2,1,1,1,3,2,2,2,2,1,无,40.0,40.0,25.0,35.0,35.25,2,1,2,1,1,1,3,2,2,1,3,1,2,2,3,1,2,2,2,1,16
411,2026/8/7 15:49:27,133秒,微信,,112.192.184.20(四川-泸州),2,2,3,1,1,1,2,2,1,2,1,2,3,2,2,1,1,3,1,1,无,40.0,30.0,30.0,40.0,34.5,2,2,1,2,3,2,2,1,2,3,1,1,1,2,2,1,1,3,1,1,16
412,2026/8/7 15:49:45,123秒,微信,,122.236.245.53(浙江-绍兴),2,1,2,1,2,1,1,2,3,1,1,2,3,2,1,2,1,1,1,2,无,30.0,30.0,35.0,40.0,33.25,2,1,1,2,3,2,1,2,1,2,1,2,1,1,2,3,1,1,1,2,16
413,2026/8/7 15:49:47,102秒,微信,,183.162.98.100(安徽-六安),1,1,1,2,1,1,2,1,2,1,2,2,3,1,2,2,2,2,2,1,无,25.0,25.0,35.0,40.0,30.5,1,1,2,2,3,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,16
414,2026/8/7 15:50:44,79秒,微信,,114.223.185.205(江苏-无锡),2,2,2,2,2,1,1,3,2,1,1,2,2,3,2,1,2,1,2,2,无,40.0,35.0,30.0,40.0,36.0,2,1,1,2,2,3,2,1,2,2,2,2,1,1,3,2,2,1,2,2,16
415,2026/8/7 15:50:49,129秒,微信,,115.213.255.78(浙江-丽水),2,2,2,2,1,2,1,2,2,1,2,2,2,1,3,1,3,3,3,2,无,40.0,30.0,35.0,35.0,34.75,2,1,2,2,2,1,3,1,2,2,2,1,2,1,2,2,3,3,3,2,16
416,2026/8/7 15:51:09,84秒,微信,,171.213.235.77(四川-成都),1,2,2,3,2,1,2,1,3,2,1,1,3,2,3,2,2,1,3,1,无,40.0,30.0,35.0,50.0,37.75,1,2,1,1,3,2,3,2,2,2,3,2,1,2,1,3,2,1,3,1,16
417,2026/8/7 15:52:21,99秒,微信,,123.189.114.63(辽宁-鞍山),2,1,2,1,1,1,1,3,1,2,1,1,2,1,1,1,2,3,3,1,无,30.0,30.0,25.0,25.0,27.75,2,2,1,1,2,1,1,1,1,2,1,1,1,1,3,1,2,3,3,1,16
418,2026/8/7 15:52:46,87秒,微信,,180.119.26.162(江苏-扬州),1,2,2,2,2,2,1,3,2,2,2,1,3,3,1,1,1,2,3,2,无,35.0,40.0,35.0,40.0,37.5,1,2,2,1,3,3,1,1,2,2,2,2,2,1,3,2,1,2,3,2,16
419,2026/8/7 15:53:25,104秒,微信,,171.42.102.177(湖北-孝感),2,2,1,1,2,2,2,3,3,2,2,2,2,3,3,1,2,3,1,1,无,30.0,45.0,45.0,45.0,41.25,2,2,2,2,2,3,3,1,2,1,1,2,2,2,3,3,2,3,1,1,16
420,2026/8/7 15:53:37,82秒,微信,,175.174.141.221(辽宁-大连),2,1,2,1,2,2,2,3,2,1,1,1,1,3,3,2,2,3,2,2,无,30.0,45.0,25.0,45.0,36.25,2,1,1,1,1,3,3,2,1,2,1,2,2,2,3,2,2,3,2,2,16
421,2026/8/7 15:54:20,84秒,微信,,183.167.164.75(安徽-淮南),2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,1,1,无,25.0,20.0,20.0,45.0,26.25,2,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,16
422,2026/8/7 15:55:47,116秒,微信,,114.229.62.195(江苏-镇江),1,1,3,2,1,1,2,2,3,2,2,2,1,2,2,1,1,3,1,1,无,35.0,30.0,45.0,30.0,35.0,1,2,2,2,1,2,2,1,1,3,2,1,1,2,2,3,1,3,1,1,16
423,2026/8/7 15:56:20,88秒,微信,,111.72.193.230(江西-鹰潭),1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,3,1,2,无,25.0,35.0,30.0,30.0,30.25,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,3,1,2,16
424,2026/8/7 15:56:52,83秒,微信,,222.184.136.202(江苏-南通),2,2,3,1,2,1,1,2,1,2,2,1,3,1,2,2,2,2,1,1,无,40.0,30.0,30.0,40.0,34.5,2,2,2,1,3,1,2,2,2,3,1,2,1,1,2,1,2,2,1,1,16
425,2026/8/7 15:57:44,94秒,微信,,180.105.238.254(江苏-连云港),1,1,1,2,1,2,1,1,2,1,1,1,3,2,1,2,1,2,1,2,无,25.0,25.0,25.0,40.0,28.0,1,1,1,1,3,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,16
426,2026/8/7 15:59:03,111秒,微信,,111.178.124.10(湖北-孝感),2,1,1,1,1,1,2,2,1,2,1,2,3,1,1,1,1,2,2,1,无,25.0,30.0,30.0,30.0,28.75,2,2,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,16
427,2026/8/7 16:00:28,84秒,微信,,117.95.7.45(江苏-淮安),2,1,1,2,2,2,2,3,1,2,2,2,1,2,1,1,1,2,1,1,无,30.0,45.0,35.0,25.0,34.75,2,2,2,2,1,2,1,1,1,1,2,2,2,2,3,1,1,2,1,1,16
428,2026/8/7 16:01:21,87秒,微信,,218.86.67.153(福建-宁德),2,2,2,2,1,1,1,3,1,2,2,2,1,1,1,1,1,3,1,2,无,40.0,30.0,35.0,20.0,31.75,2,2,2,2,1,1,1,1,2,2,2,1,1,1,3,1,1,3,1,2,16
429,2026/8/7 16:02:54,121秒,微信,,218.67.39.247(福建-漳州),1,2,3,1,1,1,1,1,2,1,2,1,3,1,1,1,2,1,1,1,无,35.0,20.0,30.0,30.0,28.25,1,1,2,1,3,1,1,1,2,3,1,1,1,1,1,2,2,1,1,1,16
430,2026/8/7 16:04:29,119秒,微信,,140.250.149.209(山东-济南),2,2,2,1,1,2,1,3,1,2,1,1,2,2,2,2,2,3,1,1,无,35.0,35.0,25.0,40.0,33.5,2,2,1,1,2,2,2,2,2,2,1,1,2,1,3,1,2,3,1,1,16
431,2026/8/7 16:04:34,148秒,微信,,222.77.131.178(福建-宁德),2,2,2,1,1,1,1,3,1,1,2,1,3,1,2,1,2,3,2,1,无,35.0,30.0,25.0,35.0,31.0,2,1,2,1,3,1,2,1,2,2,1,1,1,1,3,1,2,3,2,1,16
432,2026/8/7 16:05:05,130秒,微信,,112.192.184.170(四川-泸州),1,1,3,1,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,无,30.0,35.0,30.0,35.0,32.5,1,2,2,1,2,2,1,2,1,3,1,2,2,1,2,1,2,1,2,1,16
433,2026/8/7 16:05:07,106秒,微信,,220.161.240.100(福建-宁德),1,2,3,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,无,35.0,30.0,25.0,30.0,30.0,1,1,2,1,1,2,2,1,2,3,1,2,2,1,1,1,2,2,1,1,16
434,2026/8/7 16:05:24,48秒,微信,,112.38.121.152(山东-临沂),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,(空),20.0,20.0,20.0,20.0,20.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16
435,2026/8/7 16:06:00,125秒,微信,,113.76.132.214(广东-珠海),2,2,3,1,2,2,2,3,2,2,2,2,1,2,1,1,1,1,1,1,无,40.0,45.0,40.0,25.0,38.5,2,2,2,2,1,2,1,1,2,3,1,2,2,2,3,2,1,1,1,1,16
